...1,ns,title,pageid,size,wordcount,snippet,timestamp,query_string,category,jac,lev
1,14,Category:Shades of color,5679444,239,14,"&quot;Shades&quot; <span class=""searchmatch"">of</span> Colors — all color differences, not only technical tints and shades <span class=""searchmatch"">of</span> color.",2020-10-31T23:33:34Z,theory of language variation,Shades of color,0.9459459459459459,22
3,14,Category:National colours,9676257,182,0,"X11 Color names (alphabetic) List of colors: A–F List <span class=""searchmatch"">of</span> colors: G–M List <span class=""searchmatch"">of</span> colors: N–Z List <span class=""searchmatch"">of</span> colors (compact) <span class=""searchmatch"">Variations</span> <span class=""searchmatch"">of</span> base colors Category",2020-04-22T00:10:35Z,theory of language variation,National colours,0.9189189189189189,24
1,14,Category:Film theorists,5633679,446,69,"Film <span class=""searchmatch"">theory</span> seeks to systematize film as a medium. It may use Critical <span class=""searchmatch"">theory</span>, Formalism, Marxism, philosophy <span class=""searchmatch"">of</span> <span class=""searchmatch"">language</span>, or Lacanian psychoanalysis,",2020-08-02T00:07:44Z,theory of languages can,Film theorists,0.9,21
6,14,Category:Programming language theory stubs,33404794,352,0,"programming <span class=""searchmatch"">language</span> <span class=""searchmatch"">theory</span> or type <span class=""searchmatch"">theory</span>. You <span class=""searchmatch"">can</span> help by expanding them. To add an article to this category, use {{plt-stub}} instead <span class=""searchmatch"">of</span> {{stub}}.",2020-07-30T18:39:50Z,theory of languages can,Programming language theory stubs,0.7,22
0,14,Category:Galois theory,837233,617,68,"Galois <span class=""searchmatch"">theory</span> is a branch <span class=""searchmatch"">of</span> abstract algebra. At the most basic level, it uses permutation groups to describe how the various roots <span class=""searchmatch"">of</span> a <span class=""searchmatch"">given</span> polynomial",2020-06-25T07:33:12Z,theory of link given,Galois theory,0.84,18
1,14,Category:Cognitive biases,893782,1627,170,"navigation <span class=""searchmatch"">of</span> common situations in life. Some cognitive biases are presumably adaptive. Cognitive biases may lead to more effective actions in a <span class=""searchmatch"">given</span> context",2021-10-17T01:10:10Z,theory of link given,Cognitive biases,0.967741935483871,16
0,14,Category:Postmodern theory,704758,972,82,"for skeptical interpretations <span class=""searchmatch"">of</span> culture, literature, <span class=""searchmatch"">art</span>, philosophy, economics, architecture, fiction, and <span class=""searchmatch"">literary</span> criticism. It is often associated",2021-01-08T11:16:04Z,theory of literary art,Postmodern theory,0.8666666666666667,18
1,14,Category:Literary concepts,1019913,158,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> concepts.",2021-11-30T06:07:06Z,theory of literary art,Literary concepts,0.7857142857142857,18
2,14,Category:Symbolism (arts),3602693,314,12,"<span class=""searchmatch"">Art</span> and writing <span class=""searchmatch"">of</span> the Symbolism movement <span class=""searchmatch"">of</span> the late 19th century.",2021-08-15T08:57:09Z,theory of literary art,Symbolism (arts),0.96875,18
0,14,Category:Literary theory,3101549,192,0,"Wikimedia Commons has media related to <span class=""searchmatch"">Literary</span> <span class=""searchmatch"">theory</span>.",2021-07-01T22:43:52Z,theory of literary text,Literary theory,0.5,15
1,14,Category:Postmodern theory,704758,972,82,"as an ambiguous overarching term for skeptical interpretations <span class=""searchmatch"">of</span> culture, <span class=""searchmatch"">literature</span>, art, philosophy, economics, architecture, fiction, and literary",2021-01-08T11:16:04Z,theory of literature general,Postmodern theory,0.8888888888888888,22
2,14,Category:Mathematics stubs,1676945,2765,192,"stubs: {{topology-stub}} Knot <span class=""searchmatch"">theory</span> stubs: {{knottheory-stub}} Probability stubs: {{probability-stub}} Mathematics <span class=""searchmatch"">literature</span> stubs: {{mathematics-lit-stub}}",2020-12-27T09:26:07Z,theory of literature general,Mathematics stubs,0.9743589743589743,24
1,14,Category:Literary criticism,733855,671,62,"interpretation <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>. Modern literary criticism is often influenced by literary <span class=""searchmatch"">theory</span>, which is the philosophical discussion <span class=""searchmatch"">of</span> <span class=""searchmatch"">literature</span>'s goals and",2021-01-05T12:52:22Z,theory of literature media,Literary criticism,0.8888888888888888,21
2,14,Category:Postmodern theory,704758,972,82,"as an ambiguous overarching term for skeptical interpretations <span class=""searchmatch"">of</span> culture, <span class=""searchmatch"">literature</span>, art, philosophy, economics, architecture, fiction, and literary",2021-01-08T11:16:04Z,theory of literature media,Postmodern theory,0.8857142857142857,21
5,14,Category:Literature about literature,15335228,83,0,"Wikimedia Commons has <span class=""searchmatch"">media</span> related to <span class=""searchmatch"">Literature</span> about <span class=""searchmatch"">literature</span>.",2021-11-30T06:16:11Z,theory of literature media,Literature about literature,0.6875,18
6,14,Category:Social theories,23079219,211,29,"<span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics Epistemological <span class=""searchmatch"">theories</span> Ethical <span class=""searchmatch"">theories</span> <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction Metaphysical <span class=""searchmatch"">theories</span> Social <span class=""searchmatch"">theories</span> Philosophers Concepts Literature",2020-08-07T19:14:31Z,theory of literature media,Social theories,0.9117647058823529,21
7,14,Category:Epistemological theories,22185483,274,29,"Wikimedia Commons has <span class=""searchmatch"">media</span> related to Epistemological <span class=""searchmatch"">theories</span>.",2020-07-29T00:40:02Z,theory of literature media,Epistemological theories,0.9302325581395349,22
8,14,Category:Theories of deduction,23357224,254,2,"History <span class=""searchmatch"">of</span> logic Critical thinking Proof <span class=""searchmatch"">theory</span> Model <span class=""searchmatch"">theory</span> Logicians Set <span class=""searchmatch"">theory</span> Computability <span class=""searchmatch"">theory</span> Logic <span class=""searchmatch"">literature</span> Concepts in logic <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> deduction",2019-09-09T06:00:09Z,theory of literature media,Theories of deduction,0.8974358974358975,18
9,14,Category:Theories of aesthetics,22281589,219,2,"Wikimedia Commons has <span class=""searchmatch"">media</span> related to <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> aesthetics.",2019-10-06T22:44:40Z,theory of literature media,Theories of aesthetics,0.8717948717948718,17
0,14,Category:Mathematical logic,693685,993,143,"logic is divided into four parts: <span class=""searchmatch"">Model</span> <span class=""searchmatch"">theory</span> Proof <span class=""searchmatch"">theory</span> Recursion <span class=""searchmatch"">theory</span>, also known as computability <span class=""searchmatch"">theory</span> Set <span class=""searchmatch"">theory</span> The divisions between these areas",2020-04-22T19:22:12Z,theory of meaning model,Mathematical logic,0.9722222222222222,18
4,14,Category:Theories of law,11605521,151,0,"Wikimedia Commons has <span class=""searchmatch"">media</span> related to <span class=""searchmatch"">Theories</span> <span class=""searchmatch"">of</span> <span class=""searchmatch"">law</span>.",2018-04-03T04:29:08Z,theory of media laws,Theories of law,0.76,11
9,14,Category:Statistical laws,6534870,121,0,"Wikimedia Commons has <span class=""searchmatch"">media</span> related to Statistical <span class=""searchmatch"">laws</span>.",2021-04-06T23:22:18Z,theory of media laws,Statistical laws,0.896551724137931,15
3,14,Category:Shades of color,5679444,239,14,"&quot;Shades&quot; <span class=""searchmatch"">of</span> Colors — all color differences, not only technical tints and shades <span class=""searchmatch"">of</span> color.",2020-10-31T23:33:34Z,theory of models digital,Shades of color,0.9393939393939394,17
0,14,Category:Neutral theory,68646467,149,0,NA,2021-09-04T22:49:56Z,theory of molecular evolution,Neutral theory,0.8857142857142857,25
1,14,Category:Integers,736448,871,75,"The integers consist <span class=""searchmatch"">of</span> 0, the <span class=""searchmatch"">natural</span> <span class=""searchmatch"">numbers</span> (1, 2, 3, ...), and their negatives (−1, −2, −3, ...). The set <span class=""searchmatch"">of</span> all integers is usually denoted by Z",2021-02-24T21:30:42Z,theory of natural numbers,Integers,0.9642857142857143,20
0,14,Category:Philosophy of language,744038,730,73,"Philosophy <span class=""searchmatch"">of</span> language is the branch <span class=""searchmatch"">of</span> philosophy that studies language. Its primary concerns include the <span class=""searchmatch"">nature</span> <span class=""searchmatch"">of</span> linguistic <span class=""searchmatch"">meaning</span>, reference, language",2020-04-25T17:59:38Z,theory of nature meanings,Philosophy of language,0.925,19
1,14,Category:The Juliana Theory members,59273456,506,10,"Members <span class=""searchmatch"">of</span> the American alternative rock band The Juliana <span class=""searchmatch"">Theory</span>.",2021-11-09T01:02:16Z,theory of one text,The Juliana Theory members,0.8857142857142857,20
0,14,Category:Rhythm and meter,40348248,287,0,"Wikimedia Commons has media related to Rhythm and <span class=""searchmatch"">meter</span>.",2019-09-22T14:05:14Z,theory of poetic meter,Rhythm and meter,0.8666666666666667,13
0,14,Category:Mathematics stubs,1676945,2765,192,"{{econometrics-stub}} Topology stubs: {{topology-stub}} Knot <span class=""searchmatch"">theory</span> stubs: {{knottheory-stub}} <span class=""searchmatch"">Probability</span> stubs: {{<span class=""searchmatch"">probability</span>-stub}} Mathematics literature stubs:",2020-12-27T09:26:07Z,theory of probability proposed,Mathematics stubs,0.975,25
1,14,Category:Fellows of the Institute of Mathematical Statistics,27365594,269,29,"Questionnaire Controlled experiments Scientific control <span class=""searchmatch"">Randomized</span> experiment <span class=""searchmatch"">Randomized</span> controlled trial <span class=""searchmatch"">Random</span> assignment Blocking Interaction Factorial experiment",2020-04-22T19:56:21Z,theory of random selection,Fellows of the Institute of Mathematical Statistics,0.953125,39
